S.NO, Name,Movie,Avg E,Avg H,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Mean_SC0,Mean_SC1,Mean_SC2,Mean_SC3,Mean_SC4,Mean_SC5,Mean_SC6,SD_SC0,SD_SC1,SD_SC2,SD_SC3,SD_SC4,SD_SC5,SD_SC6,Mean_Centroid,SD_Centroid,Mean_Flatness,SD_Flatness,PeakDensity,Tempo
177,Aadungada Enna Suthi,Pokkiri,1,0.75,-0.033557974,-0.02857616,0.011146569,-0.009603869,-0.024976379,-0.017674249,0.015205371,-0.052849996,0.029443765,-0.036082155,-0.016475372,-0.006578001,-0.038510534,0.311527066,0.352758127,0.321312509,0.317441516,0.328038324,0.264362748,0.400318707,0.133949848,0.175244457,0.157661913,0.163656213,0.167337376,0.152493679,0.107969779,0.398652446,0.180509962,0.21328844,0.18091105,6.260780443,86.1328125
178,Aambalaikum Pombalaikum,Kazhugu,0.75,0.416666667,-0.011420027,-0.033676459,-0.019473538,-0.018079844,-0.036762714,0.012934111,-0.013910302,-0.029976425,-0.01483669,-0.015095321,-0.025317319,-0.010790152,-0.040070752,0.320412392,0.344476653,0.378673499,0.289496261,0.291149427,0.429766989,0.560365894,0.144043874,0.123747057,0.174326245,0.146607253,0.157643647,0.214232832,0.128795054,0.401013113,0.188945899,0.08035424,0.1502798,6.772692543,129.1992188
179,Damakku Damakku,Aadhavan,0.75,0.75,-0.014072504,-0.002545848,-0.027860585,-0.015110088,-0.015679286,-0.039390399,0.040160763,-0.072906768,-0.02656456,0.018958852,-0.018885197,-0.053576002,-0.00166596,0.341784907,0.387687741,0.379778671,0.370525592,0.395264162,0.357826009,0.539783171,0.123627692,0.15045483,0.156772271,0.158383756,0.183523635,0.198059979,0.132980787,0.427291896,0.166299137,0.048212342,0.0754495,6.884328358,129.1992188
180,Enga Area Ulla Varadha,Pudhupettai,0.916666667,0.583333333,-0.036886766,-0.066225092,-0.011293231,-0.060222027,-0.04104979,-0.040834065,-0.011905165,-0.032836609,-0.010914855,-0.032902011,-0.0400448,-0.053339607,-0.001612992,0.322825663,0.306287385,0.261881241,0.357816322,0.372414592,0.326530238,0.456021016,0.109711555,0.133144405,0.126637821,0.14605406,0.165254983,0.148598542,0.12951937,0.290662903,0.17602212,0.19237362,0.23084056,5.036111111,103.359375
181,Kaathadi Pole,Mayavi,0.75,0.666666667,-0.033854919,-0.02886591,0.022257239,-0.011740701,0.012316688,-0.010943756,0.029751315,-0.019289696,0.024062581,-0.009052017,-0.009624647,-0.004043593,0.003705994,0.350027993,0.395343758,0.400713649,0.377128244,0.345480634,0.284931617,0.503181878,0.131234365,0.155111551,0.171149866,0.178576032,0.184639066,0.159773059,0.138291965,0.362039843,0.129246863,0.13319556,0.16627745,5.935760171,95.703125
182,Kannadhasan Karaikudi,Anjadhe,0.5,0.416666667,-0.021230078,0.001776532,0.017174191,0.00530209,-0.032183288,-0.020768099,0.028022023,-0.067490129,0.010709362,0.017756149,-0.006933275,-0.030134275,-0.000282443,0.296144594,0.40522482,0.360321166,0.351231978,0.399497452,0.378592931,0.412844668,0.113377127,0.149446956,0.138178929,0.169490284,0.175874034,0.192144717,0.126277327,0.348829455,0.157616589,0.08790562,0.12485442,5.578024992,117.4538352
183,Namma Kaatula,Pattiyal,0.666666667,0.583333333,-0.03647376,-0.020822518,-0.034501655,-0.026139373,0.017890837,0.001571149,0.030908163,-0.028577635,0.025772968,-0.012202474,-0.021804563,-0.020793961,-0.033574692,0.315521788,0.312458887,0.452090163,0.446784191,0.39851703,0.367680704,0.443085376,0.114472785,0.143955344,0.175125228,0.171042057,0.158286972,0.189640792,0.108581569,0.431327009,0.142726138,0.17842957,0.24527332,5.15375802,103.359375
184,Pottu Thaaku,Kuthu,0.75,0.583333333,-0.02538394,-0.032647767,0.024792863,-0.013772845,0.010669382,-0.017003982,0.004582289,-0.019937273,0.011132208,-0.033578285,0.013081538,-0.014521005,0.010366357,0.208387646,0.342883683,0.339132084,0.320834309,0.35971591,0.29535507,0.587343886,0.096816545,0.140475223,0.149904056,0.135148883,0.182817924,0.174075919,0.103978416,0.332042494,0.171129245,0.1252256,0.1657089,7.2607739,86.1328125
185,Nenjukkule,Kadal,0.25,0.416666667,0.002391982,-0.006459269,-0.012306715,0.03003646,-0.074846534,-0.015524553,-0.040355638,-0.057926818,0.016089822,-0.07076845,-0.015395481,-0.037759762,-0.016362541,0.32211781,0.411244701,0.287001341,0.496059921,0.444754616,0.434228836,0.397914168,0.118790694,0.140406111,0.132945239,0.170662287,0.184832126,0.210441851,0.098550524,0.182404329,0.112530362,0.019816535,0.04318594,3.625969594,151.9990809
186,Nee Eppo Pulla,Kumki,0.333333333,0.083333333,-0.005506598,-0.012185824,-0.03021741,0.004499037,-0.022701844,-0.036577169,0.030465936,-0.074550945,-0.001392618,-0.002959383,-0.057835779,-0.082155329,-0.018083356,0.309100343,0.364784618,0.404989027,0.465850916,0.431775689,0.315626231,0.631653897,0.134961837,0.176907262,0.170825052,0.175615623,0.194013765,0.159919228,0.09997324,0.2286859,0.117510651,0.05647404,0.088126905,5.696193825,89.10290948
187,Dang Dang,Manam Kothi Paravai,0.666666667,0.583333333,-0.017277785,-0.012083667,-0.028694819,-0.010951788,-0.032427348,-0.027173831,-0.024309428,-0.017140573,0.009223586,-0.054047929,-0.035380098,-0.042459887,-0.04637592,0.331276827,0.33941531,0.34062518,0.463354888,0.388970581,0.286377225,0.368168161,0.150176879,0.157005014,0.14441959,0.188790948,0.193941855,0.160552641,0.091797679,0.275264632,0.126082684,0.098170884,0.13999593,5.456920257,129.1992188
188,Vaanganna Vanakkanganna,Thalaivaa,0.416666667,0.333333333,-0.010427931,-0.03632814,-0.016385278,-0.031137699,-0.049757058,-0.061899306,-0.073659737,-0.049572391,-0.010199509,-0.062331358,0.013313352,-0.064039475,-0.061754327,0.240185794,0.340418195,0.400714327,0.462943619,0.42225707,0.494227376,0.493682186,0.108212029,0.188518451,0.194440096,0.150910393,0.149062617,0.16714199,0.131930153,0.267394576,0.174546315,0.06880326,0.1459779,4.175626145,135.9991776
189,Oodha Colour Ribbon,VVS,0.5,0.666666667,-0.018928881,0.006464222,-0.017408551,-0.010427933,-0.030971125,-0.021429469,-0.026855331,-0.027340936,-0.010553647,-0.049522054,0.001221974,-0.020274194,-0.042921377,0.328279425,0.3220747,0.269645343,0.371521901,0.424039543,0.256279425,0.265001297,0.146397887,0.151593523,0.130533293,0.184846166,0.194027202,0.15634838,0.132382889,0.367805219,0.144001818,0.051988762,0.06651107,5.668466687,172.265625
190,Mersalayitten,I ,0.75,0.75,-0.007570347,-0.021130685,-0.036412268,0.001992744,0.01001103,-0.030784238,0.041386977,-0.019556293,0.029300538,0.022195264,-0.02610127,-0.035297962,-0.013546897,0.303368602,0.40312129,0.355573279,0.44636867,0.478702506,0.428992388,0.605499326,0.132809807,0.162248825,0.143219316,0.198799294,0.177425805,0.177841146,0.118456023,0.227033769,0.125312988,0.04181013,0.07383211,5.243597561,129.1992188
191,Kandangi Kandangi,Jilla,0.416666667,0.583333333,-0.009070435,-0.00967086,-0.022900646,0.001263488,-0.029906683,-0.061168931,-0.062635303,-0.068552105,-0.00652063,-0.070452592,-0.065475427,-0.015118264,-0.062923318,0.304079074,0.423492457,0.368394345,0.452950871,0.459095455,0.407792185,0.536498375,0.148384225,0.160723343,0.128404076,0.181353949,0.170620524,0.186347038,0.144981766,0.240285525,0.137879491,0.041965608,0.09217075,4.154449018,95.703125
192,Paatu Onnu,Jilla,0.833333333,0.75,-0.015201868,-0.039572767,-0.005922809,-0.013065899,-0.008905286,-0.033806298,-0.018093646,-0.02695706,-0.017381951,-0.019465691,-0.015739475,-0.046285051,-0.019611178,0.368549521,0.332400128,0.370519552,0.343183918,0.439260678,0.415451551,0.538499882,0.141412643,0.162659275,0.182251799,0.168727315,0.180364639,0.178074457,0.157248062,0.30947341,0.131950691,0.06705908,0.096968085,4.170697674,103.359375
193,Koodamela Koodavechi,Rummy,0.5,0.666666667,-0.003409295,-0.028092637,-0.054571719,0.011211738,-0.050791248,-0.079074917,-0.010912414,-0.071621901,-0.035294523,0.028418936,-0.054475165,-0.033308809,-0.036140216,0.279769487,0.448987137,0.448076667,0.474102373,0.451154135,0.433183327,0.508964829,0.133826019,0.149063147,0.139561679,0.156675868,0.144948991,0.155278492,0.140728877,0.234085194,0.106900975,0.037861746,0.06746888,3.637946838,117.4538352
194,Vinmeen Vidhaiyil,Thegidi,0.5,0.75,-0.017764273,-0.009867318,-0.060035216,-0.06159088,-0.020583536,-0.051785735,-0.017687452,0.011801931,0.029113152,-0.014650931,-0.075455162,-0.023634795,-0.047273434,0.354208251,0.448157995,0.473139718,0.447256455,0.467334437,0.452235671,0.488385226,0.149268756,0.140924861,0.152923782,0.133624793,0.177921564,0.153081143,0.180482791,0.246652469,0.117227846,0.035003826,0.067129634,3.196659313,129.1992188
195,Nallavannu Solvanga,Veeram,0.833333333,0.583333333,-0.019307108,-0.03439813,0.006589334,-0.025371787,0.005898221,-0.001495035,0.010950448,0.013484049,0.015000852,-0.03416976,-0.004837398,-0.019791085,-0.022374282,0.330527491,0.388746481,0.348407883,0.36867362,0.330879634,0.377887028,0.632055555,0.124054948,0.153611123,0.158327737,0.167087193,0.173794775,0.163266295,0.11519803,0.316277041,0.138716356,0.06573377,0.11651666,4.438243367,123.046875
196,Aathangara Orathil,Yaan,0.75,0.833333333,-0.038556964,0.00531068,-0.047268246,0.002733132,0.028470857,-0.013939444,0.019546612,0.012538498,0.01067841,-0.024818547,-0.015531162,-0.006712454,0.01650773,0.378943163,0.375695689,0.380512828,0.439654547,0.448572197,0.397556128,0.464011699,0.152580927,0.186491381,0.150399567,0.177213096,0.176120761,0.161713776,0.165641958,0.422070109,0.190965589,0.1396935,0.20998985,5.914699571,99.38401442
197,Thodu Vaanam,Anegan,0.25,0.25,-0.023579297,-0.005067889,-0.031877969,-0.036866889,-0.045546869,-0.059358406,-0.015010669,-0.070874034,-0.062224114,-0.023472376,-0.043867228,0.00501468,-0.031372208,0.338091632,0.401202349,0.530375797,0.59804405,0.458468088,0.405751798,0.532828165,0.15438483,0.156717243,0.167400226,0.165185645,0.185012898,0.193025682,0.129884433,0.336537044,0.224522444,0.101139255,0.18970715,4.281209884,135.9991776
198,Danga Maari,Anegan,1,0.833333333,-0.020781427,-0.04051655,-0.020625378,-0.021859937,-0.019545637,-0.030870075,-0.014387067,-0.028612251,-0.02185966,-0.020276779,-0.004888094,-0.008126656,-0.01379618,0.385841006,0.336814666,0.297328843,0.291337488,0.33859924,0.334241431,0.626752815,0.140268335,0.179250046,0.173354556,0.176135345,0.189703801,0.192924752,0.088021244,0.300320575,0.148301805,0.14050901,0.1696956,6.106360316,151.9990809
199,Adhaaru Adhaaru,Yennai Arindhal,0.75,0.916666667,-0.033599037,-0.042634517,-0.056309725,-0.061798758,-0.114569343,-0.066160154,-0.0989238,-0.052870084,-0.039291076,-0.107256518,0.00336303,-0.064989516,0.003706848,0.382424274,0.366618228,0.429112809,0.443142124,0.371761436,0.427318808,0.621254052,0.171089176,0.159423991,0.173990148,0.177366914,0.17990619,0.17872639,0.107463372,0.333981391,0.139694198,0.12296763,0.12896664,5.584558824,73.828125
200,Azhage Azhage,Kathakali,0.583333333,0.75,-0.019694077,-0.000175477,-0.028133784,-0.02414798,-0.050371548,-0.025599136,0.043554873,-0.099616377,0.041263601,0.016800824,-0.030264034,0.028793923,-0.021488467,0.365391006,0.426629806,0.482633209,0.357464845,0.493713469,0.481153698,0.472493487,0.136177953,0.174085709,0.161340243,0.147683211,0.186061654,0.198754649,0.156537577,0.346167103,0.162456926,0.08966739,0.15970355,4.57273559,129.1992188
201,Yaarukkum sollama,Azhaguraja,0.5,0.5,0.000496647,0.006643544,-0.034848164,-0.016265052,-0.02586481,-0.006283881,-0.002276306,-0.028836143,-0.010106174,-0.017964571,-0.02262402,-0.020449844,-0.00890722,0.343716852,0.374099903,0.389652954,0.397433841,0.420016378,0.333954444,0.603843515,0.127530901,0.139108137,0.166617548,0.173316073,0.173534148,0.193528235,0.103656011,0.175951355,0.125826477,0.029258,0.0796499,4.095767357,112.3471467
202,Unna Paartha neram,Azhaguraja,0.416666667,0.5,-0.00381806,-0.010852525,-0.03198011,-0.011016379,-0.052104464,-0.022370572,-0.015660359,-0.023476447,-0.00918436,-0.016305911,-0.005829608,-0.021465483,-0.008072504,0.303730148,0.39685863,0.37410785,0.4034192,0.433637313,0.357934395,0.533725047,0.121525147,0.157602301,0.158278836,0.186352716,0.176001988,0.165529922,0.10811463,0.212496449,0.096261094,0.0432144,0.0638851,6.091530055,95.703125
203,Melala Vedikudhu,Arambam,0.75,0.75,-0.013138706,-0.0011495,-0.007396915,-0.003199047,-0.006375053,0.006494244,-0.012358133,-0.006164547,0.010795691,-0.016742221,-0.021041078,-0.011721778,-0.013468655,0.354017802,0.376109649,0.400015011,0.382399501,0.363926001,0.339653407,0.630602711,0.135785455,0.141104945,0.140309331,0.182236509,0.154914395,0.167397809,0.098895784,0.283084131,0.14697553,0.11261,0.138895,5.434859155,161.4990234
204,Gangster,Billa 2,0.666666667,0.75,-0.010623466,-0.012069784,-0.004974143,0.006201689,0.007334067,0.007541198,-0.002600258,0.008377621,0.015170297,-0.009240186,0.013180096,0.005807786,0.000467402,0.340890555,0.35530093,0.443938462,0.443045024,0.375142946,0.32449515,0.619828896,0.121856545,0.122113517,0.147142104,0.132937641,0.157558306,0.167954499,0.086932949,0.249961725,0.12583742,0.0917948,0.121524,4.069401365,123.046875
205,Yedho Mayakkam,Billa 2,0.666666667,0.583333333,-0.013137302,-0.019321806,-0.020280781,-0.003082611,-0.011483845,-0.011449821,-0.007057849,-0.003754773,-0.004037931,-0.011534118,0.001283147,-0.006203928,-0.007942079,0.341961978,0.382838195,0.462145209,0.434509209,0.458864081,0.375391434,0.392598507,0.130655195,0.159232811,0.180198148,0.20021311,0.192222075,0.166851039,0.134285939,0.311936102,0.133984016,0.0987951,0.128806,5.19379015,117.4538352
206,Madurai Ponnu,Billa 2,0.416666667,0.583333333,-0.008790459,-0.017162553,-0.002402274,-0.002123991,-0.023258329,0.012212631,-0.031268405,-0.011039879,0.006562611,-0.025832236,-0.007437177,-0.000792547,0.003250271,0.306298053,0.3182555,0.336330388,0.455033521,0.413921572,0.399200679,0.434366284,0.137828055,0.138739749,0.128455174,0.170121028,0.183210906,0.191160783,0.126282884,0.304173016,0.140332676,0.111554,0.105499,3.428827751,123.046875
207,Yealae Yealae Dhosthu da,Endrendrum Punnagai,0.5,0.75,-0.01907131,0.008142028,0.007462359,0.002105271,0.004207343,-0.013330175,-0.006966701,-0.0000898,0.012342668,0.012269726,-0.003364603,-0.013692055,-0.011163147,0.385005417,0.401028333,0.426980862,0.462903992,0.435224861,0.384354964,0.640791942,0.148184802,0.182611429,0.160567704,0.182019976,0.197418761,0.158706496,0.095686627,0.344659519,0.135531921,0.106419,0.128041,5.64695122,123.046875
208,Ennai Saaithale,Endrendrum Punnagai,0.25,0.583333333,-0.007260691,0.00734263,-0.02124792,-0.009548578,-0.008510888,-0.000667791,0.021303492,-0.017025831,-0.011983321,0.020393836,-0.007738885,-0.004526812,-0.002375267,0.402282599,0.390740988,0.444947422,0.468646251,0.453858187,0.435380927,0.615227501,0.122922475,0.137138894,0.133942911,0.167037031,0.147477669,0.169398746,0.131575036,0.325413548,0.148660033,0.0417735,0.0510765,2.787219101,123.046875
209,Vaan Engum,Endrendrum Punnagai,0.583333333,0.666666667,-0.019570497,0.014327254,0.009606543,-0.012869529,0.000436326,-0.014537252,-0.006197227,-0.017267503,-0.005819117,-0.021640447,-0.023136768,-0.000606625,-0.009543242,0.38602019,0.355529167,0.402752823,0.479345712,0.390014942,0.341382548,0.446682294,0.130184779,0.141916624,0.159080798,0.177675664,0.178602356,0.197225863,0.136430746,0.462140867,0.246295291,0.116987,0.185252,5.416615807,117.4538352
210,Boomi Enna suthudhe,Ethirneechal,0.583333333,0.583333333,-0.008506024,-0.010803265,-0.009785471,-0.007652388,-0.035039744,-0.036794416,0.013019748,-0.029682231,-0.00448623,-0.014867932,-0.043116229,-0.008901487,0.00336253,0.32392831,0.408658687,0.441062469,0.383244963,0.397965644,0.423916526,0.378970774,0.133267533,0.158548899,0.163283505,0.167247487,0.18960603,0.162030587,0.148583525,0.220518718,0.112627675,0.0704079,0.107218,4.014611383,112.3471467
211,Local Boys,Ethirneechal,0.916666667,0.5,-0.011722726,-0.011684001,-0.004413803,0.005965486,-0.010279426,0.003971795,0.007648428,-0.012992546,0.01616397,0.010452065,-0.006650694,-0.0000241,-0.006838111,0.353109595,0.355069017,0.46544869,0.375123602,0.322197152,0.282360665,0.411493067,0.130454392,0.132435748,0.175697552,0.1706195,0.156721577,0.184504941,0.119316229,0.267661667,0.118568497,0.0971862,0.108979,5.98748483,89.10290948
212,Velicha Poove va,Ethirneechal,0.333333333,0.666666667,-0.011228748,-0.007002763,-0.017558878,-0.015509705,-0.012254232,-0.011738324,-0.008601831,0.000252099,0.011361716,-0.000167652,-0.005034228,-0.009145953,0.002582784,0.444527995,0.447770021,0.464333639,0.48238339,0.436691735,0.394325924,0.45557153,0.128330717,0.1637945,0.167758987,0.161430506,0.172819135,0.184339569,0.126482272,0.369802565,0.178875117,0.101232,0.122948,5.333054457,161.4990234
213,Mokkamanusha,Kalakalappu,0.666666667,0.5,-0.008934361,0.006684692,0.007839817,0.016521596,0.001290728,0.005483554,0.015112541,0.004152165,0.005785835,0.012149632,-0.002474136,-0.011251073,-0.00192725,0.331625131,0.372161506,0.349504288,0.327396604,0.328951147,0.256619341,0.507510885,0.141637459,0.149318898,0.135337858,0.150860296,0.14489416,0.147260302,0.099613595,0.30244191,0.139022993,0.0934325,0.137008,6.798526732,151.9990809
214,oru porombokku,Kedi Billa Killadi Ranga,0.666666667,0.583333333,-0.005358144,-0.009052369,-0.013087708,-0.018172167,-0.017135773,-0.011577185,-0.006749562,-0.01490607,-0.004364991,-0.00838271,0.003549758,-0.009238712,-0.003926984,0.352040349,0.354543537,0.359352309,0.328510649,0.366288936,0.373947288,0.546412088,0.113533234,0.168624646,0.171153278,0.155419009,0.173463834,0.161486615,0.114552792,0.274210368,0.145114527,0.0769876,0.0963161,4.769944768,129.1992188
215,konjom kili,Kedi Billa Killadi Ranga,0.416666667,0.583333333,-0.005438808,-0.007731562,-0.012098152,-0.015007263,-0.005858156,0.015281854,-0.001432181,-0.018485335,-0.001312899,-0.027412482,-0.044054184,-0.043542588,-0.039713298,0.393389171,0.382330977,0.488754482,0.449199223,0.419958611,0.433874288,0.615338776,0.140825696,0.143983922,0.178613,0.178709173,0.180032049,0.190892884,0.149788157,0.231390909,0.106271285,0.0591906,0.100333,6.009363581,161.4990234
216,aaga naga,ko,0.583333333,0.583333333,-0.009401487,-0.008714453,-0.012733663,-0.01460451,-0.015845487,-0.021528165,-0.005557295,-0.012021252,0.00886186,-0.004236048,-0.005894249,-0.002863069,0.002090868,0.288445622,0.381356898,0.322911689,0.415807489,0.334100064,0.365644285,0.426873014,0.145008008,0.160976963,0.121565765,0.183410047,0.142999256,0.18398435,0.126403817,0.289038607,0.156857857,0.0727428,0.122415,6.225409836,117.4538352
217,amali Thumali,ko,0.5,0.75,-0.012121599,0.008394969,-0.014833395,-0.006029354,-0.008035961,-0.01711739,-0.024316564,-0.018405593,-0.005480278,0.014280759,-0.007081304,0.005638917,0.001071285,0.301036974,0.342857158,0.471480793,0.430100271,0.408287813,0.295588222,0.435429812,0.126852883,0.159641826,0.177653161,0.15999015,0.186233917,0.174089461,0.124663651,0.394725876,0.184187672,0.0643106,0.106281,6.080852397,95.703125
218,gala gala,ko,0.75,0.833333333,-0.013293249,-0.002170282,-0.007724606,-0.014947463,-0.009124108,-0.027857434,-0.016419736,-0.026015115,-0.011786434,-0.010801876,-0.005610612,-0.010593704,0.005661035,0.347704881,0.411934953,0.476539969,0.543898905,0.549588506,0.473351398,0.347502156,0.121747364,0.160437647,0.147817392,0.157692059,0.137606234,0.120010056,0.122728781,0.413285609,0.219819019,0.127613,0.145794,4.863970588,151.9990809
219,ayayayo anandhame,kumki,0.333333333,0.583333333,-0.003656441,-0.008783518,-0.008243866,-0.000574006,-0.020981587,-0.042242389,0.021677315,-0.045939322,0.003712702,0.01333614,-0.030418848,-0.017110801,0.000805246,0.362784813,0.358374522,0.430332472,0.391947194,0.391950314,0.429075029,0.596345974,0.138067849,0.161002043,0.168608781,0.154721135,0.174776749,0.175312471,0.114834687,0.230609241,0.103085519,0.0498051,0.0594865,5.49060495,117.4538352
220,sollitale,kumki,0.5,0.666666667,-0.005293311,-0.004023084,-0.020581025,-0.009870532,-0.047645867,-0.019473962,-0.033619961,-0.024788443,-0.010342183,-0.027760079,-0.007995989,-0.011327573,-0.00282773,0.343929889,0.435088204,0.450944408,0.473502152,0.442023339,0.400055681,0.603850563,0.126571884,0.143418202,0.149245811,0.163992645,0.179512849,0.157997095,0.132169228,0.148897042,0.100017175,0.0262545,0.0648791,2.656626506,151.9990809
